,label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
1190,1,0.021052631578947368,0.0002542588354945334,0.0023649048125812936,0.24137931034482757,1.773023448235103e-05,0.004959034066407935,0.0012062726176115801,0.05301645338208409,0.0037253858435337944,0.25,0.02702702702702703,0.0,0.02727272727272727,0,51,1009,674,1,5,951,17,1,150,201,1024,345,2,597,71,8,329,123,1,554,2,0,358,19,356
585,0,0.18947368421052632,0.0034324942791762007,0.005202790587678846,0.13793103448275862,0.00032406928581630494,0.04915912031047866,0.03437876960193004,0.02376599634369287,0.0494944119212347,0.25,0.21621621621621623,0.0,0.015584415584415584,0,17,6,793,1,3,129,2,1,387,318,1152,559,13,275,1075,4,428,123,1,520,2,7,22,19,356
343,0,0.0,0.04500381388253242,0.0009459619250325174,0.05747126436781609,0.0015218451264017968,0.029538594221647264,0.0,0.012797074954296161,0.0021287919105907396,0.0,0.0,0.0,0.006493506493506494,43,203,829,682,1,3,817,2,1,856,432,267,351,3,657,55,8,351,22,3,597,2,2,67,1,236
1733,1,0.0,0.0002542588354945334,0.00011824524062906468,0.0,0.004262151366951828,0.00043122035360068997,0.06332931242460796,0.0018281535648994515,0.03547986517651233,0.0,0.6486486486486487,0.0,0.0,33,149,527,347,11,3,306,2,1,433,707,849,412,2,549,555,3,72,31,2,76,3,0,638,0,120
194,0,0.0,0.0003813882532418001,0.00023649048125812936,0.022988505747126436,0.0,0.0,0.0,0.003656307129798903,0.0,0.0,0.0,0.0,0.0025974025974025974,0,51,195,68,1,3,698,2,0,194,194,436,397,13,754,631,2,337,123,1,715,2,7,192,19,356
16,1,0.010526315789473684,0.12573099415204678,0.0,0.022988505747126436,0.00010342636781371434,0.00043122035360068997,0.0006031363088057901,0.003656307129798903,0.0003547986517651233,0.25,0.02702702702702703,0.0,0.0025974025974025974,33,52,1128,282,9,3,304,2,1,194,214,488,459,2,772,204,7,181,22,3,287,2,0,542,0,378
678,0,0.0,0.07360793287566741,0.0,0.09195402298850575,0.0018912250114507764,0.046140577835273824,0.047044632086851626,0.06398537477148081,0.16356217846372184,0.0,0.35135135135135137,0.01020408163265306,0.01038961038961039,56,12,1215,686,11,3,854,2,1,643,442,914,116,13,273,487,4,188,144,3,172,2,0,70,27,209
1097,1,0.07368421052631578,0.046147978642257816,0.00011824524062906468,0.0,4.925065133986397e-06,0.0,0.004221954161640531,0.0,0.0,0.75,0.08108108108108109,0.0,0.0,0,147,839,677,1,3,413,2,1,144,406,764,646,2,719,743,8,76,22,0,784,2,1,479,0,15
1615,0,0.0,0.0003813882532418001,0.0023649048125812936,0.21839080459770116,0.005968193929364716,0.02371711944803795,0.004221954161640531,0.02376599634369287,0.021110519780024834,0.0,0.02702702702702703,0.0,0.024675324675324677,26,80,839,677,9,6,804,5,1,194,402,764,572,2,558,743,4,529,22,0,784,2,0,479,12,34
937,0,0.0,0.0001271294177472667,0.0,0.0,0.0011544352674064116,0.0,0.0,0.08409506398537477,0.007982969664715274,0.0,0.0,0.0,0.0,0,175,41,23,11,5,761,17,1,297,691,678,716,13,780,159,1,316,123,1,847,2,8,48,19,356
1372,0,0.0,0.006737859140605135,0.0,0.10344827586206896,0.004260181340898233,0.0,0.0,0.003656307129798903,0.002483590562355863,0.0,0.0,0.0,0.014285714285714285,33,97,839,677,9,3,764,2,1,194,267,764,669,13,474,743,8,132,123,1,784,2,0,479,19,356
1353,0,0.0,0.005593694380879735,0.00011824524062906468,0.0,0.034538496771619805,0.018326865028029323,0.0,0.0,0.0003547986517651233,0.0,0.0,0.0,0.0,0,42,1058,441,1,4,966,15,1,866,562,669,77,2,726,75,8,308,123,1,751,2,0,436,19,356
1037,0,0.0,0.01741673023137554,0.0005912262031453234,0.09195402298850575,0.003373669616780682,0.03255713669685209,0.00180940892641737,0.0712979890310786,0.026432499556501687,0.0,0.05405405405405406,0.0,0.011688311688311689,0,13,907,872,1,3,1071,2,1,194,396,1084,820,13,594,77,0,106,123,1,584,2,0,531,19,356
761,0,0.0,0.0005085176709890668,0.0008277166844034528,0.29885057471264365,0.00545598715543013,0.0,0.0,0.021937842778793418,0.0010643959552953698,0.0,0.0,0.0,0.04285714285714286,26,201,543,865,1,3,853,1,1,194,539,900,360,2,734,63,5,42,22,3,871,3,0,114,1,137
502,0,0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0,0.003656307129798903,0.0005321979776476849,0.0,0.0,0.0,0.0,0,215,633,872,11,6,698,5,0,194,194,760,397,13,536,216,2,89,123,1,1062,2,7,531,19,356
1492,0,0.021052631578947368,0.0002542588354945334,0.0,0.06896551724137931,0.0007210295356156085,0.0034497628288055198,0.0030156815440289505,0.03656307129798903,0.012417952811779315,0.25,0.08108108108108109,0.0,0.007792207792207792,0,96,1070,819,11,5,66,2,1,379,567,1078,147,13,112,621,8,397,123,1,1,2,0,162,19,356
1626,0,0.0,0.0002542588354945334,0.0024831500532103584,0.0,0.014682604177440247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,292,965,1,3,163,11,1,85,491,680,183,8,60,799,8,124,22,2,881,2,0,99,0,314
77,0,0.021052631578947368,0.0002542588354945334,0.0,0.08045977011494253,0.0004363607708711948,0.007977576541612765,0.004221954161640531,0.062157221206581355,0.050026609898882385,0.25,0.10810810810810811,0.07142857142857142,0.00909090909090909,17,51,362,590,9,5,199,2,1,51,842,907,50,13,281,184,6,366,123,1,199,2,0,415,19,356
100,1,0.0,0.0001271294177472667,0.0,0.0,0.0056736750343523296,0.00905562742561449,0.13148371531966224,0.0,0.05091360652829519,0.0,0.40540540540540543,0.0,0.0,26,62,839,677,1,3,167,2,1,798,663,764,122,3,70,743,6,283,123,1,784,3,2,479,19,356
1407,1,0.23157894736842105,0.0005085176709890668,0.0,0.20689655172413793,0.00013100673256403816,0.013367830961621389,0.013268998793727381,0.029250457038391225,0.03441546922121696,0.5,0.05405405405405406,0.0,0.06363636363636363,33,185,787,995,1,0,705,17,1,445,316,866,355,3,320,501,8,406,123,1,237,2,2,555,19,356
1428,0,0.0,0.004449529621154334,0.001418942887548776,0.0,0.03437596962219826,0.033850797757654164,0.0,0.0,0.0015965939329430547,0.0,0.0,0.0,0.0,0,193,45,253,9,4,1107,2,0,232,112,812,37,2,202,993,7,137,22,0,521,2,0,516,20,44
107,1,0.021052631578947368,0.0001271294177472667,0.0,0.0,1.773023448235103e-05,0.0,0.0012062726176115801,0.0,0.0,0.25,0.02702702702702703,0.0,0.0,0,247,634,173,1,4,982,19,1,194,416,45,787,13,376,798,0,144,70,3,550,2,0,409,27,512
814,0,0.021052631578947368,0.008009153318077803,0.011942769303535532,0.05747126436781609,0.0004255256275764247,0.029538594221647264,0.0012062726176115801,0.04936014625228519,0.004789781798829164,0.25,0.02702702702702703,0.0,0.03506493506493506,5,31,556,361,1,3,510,2,1,67,491,1194,183,13,442,248,8,84,22,3,100,2,0,191,0,11
603,0,0.0,0.0008899059242308669,0.009223128769067045,0.011494252873563218,0.01983028225548283,0.0,0.0,0.009140767824497258,0.0,0.0,0.0,0.0,0.005194805194805195,0,91,1111,401,1,3,346,2,1,224,919,246,166,13,336,14,0,404,114,3,485,2,7,692,17,53
460,0,0.0,0.005466564963132468,0.008750147806550786,0.011494252873563218,0.006067680245071241,0.03945666235446313,0.00361881785283474,0.031078610603290677,0.006563775057654781,0.0,0.05405405405405406,0.0,0.02207792207792208,33,194,259,443,1,3,600,2,1,158,354,532,533,3,696,884,8,212,22,3,248,2,0,720,28,75
988,1,0.0,0.001271294177472667,0.00023649048125812936,0.0,0.0014519092014991899,0.01940491591203105,0.0048250904704463205,0.0,0.004789781798829164,0.0,0.05405405405405406,0.0,0.0,0,186,850,87,1,5,60,5,1,717,269,626,420,2,35,410,8,215,64,3,209,2,2,196,0,448
497,0,0.021052631578947368,0.0001271294177472667,0.0,0.0,0.0013937934329181503,0.00021561017680034498,0.08202653799758745,0.012797074954296161,0.028561291467092426,0.0,0.2702702702702703,0.0,0.0,26,237,479,583,1,6,127,2,1,881,432,162,351,3,494,787,3,221,123,1,846,2,2,352,19,356
10,0,0.0,0.0005085176709890668,0.07473099207756888,0.0,0.055919189531281555,0.0,0.0,0.009140767824497258,0.011530956182366508,0.0,0.0,0.0,0.0025974025974025974,0,4,646,533,1,3,23,2,0,194,463,998,448,13,298,91,5,22,22,0,968,2,1,615,28,339
1606,0,0.0,0.07144673277396388,0.0,0.0,0.003130371399161754,0.004096593359206555,0.009650180940892641,0.014625228519195612,0.015788540003547985,0.0,0.10810810810810811,0.0,0.0,0,44,764,625,1,3,384,17,1,34,590,653,764,2,242,443,8,512,123,1,476,2,2,465,19,356
472,0,0.0,0.0003813882532418001,0.0023649048125812936,0.47126436781609193,0.0005043266697202071,0.0,0.0,0.06946983546617916,0.007982969664715274,0.0,0.0,0.0,0.053246753246753244,0,77,70,915,1,4,407,38,1,194,111,470,482,13,443,215,8,263,31,3,540,2,0,675,0,12
1079,1,0.1368421052631579,0.002669717772692601,0.002128414331323164,0.20689655172413793,0.00136128800303384,0.012289780077619664,0.039203860072376355,0.07312614259597806,0.03796345573886819,0.0,0.1891891891891892,0.0,0.023376623376623377,56,66,164,176,5,6,168,5,1,734,676,489,247,13,730,817,8,88,123,1,575,2,7,547,19,356
45,0,0.0,0.004322400203407068,0.0,0.011494252873563218,0.009234497126224494,0.0,0.0,0.06764168190127971,0.0031931878658861094,0.0,0.0,0.0,0.0012987012987012987,0,215,892,872,1,3,726,17,1,194,485,780,818,13,536,641,4,89,123,1,1002,2,0,531,19,356
330,0,0.031578947368421054,0.0019069412662090005,0.00023649048125812936,0.022988505747126436,4.2355560152283014e-05,0.00043122035360068997,0.00542822677925211,0.018281535648994516,0.006918573709419904,0.25,0.05405405405405406,0.0,0.0025974025974025974,33,12,1106,267,11,4,428,2,1,643,442,38,116,2,185,821,8,188,114,2,176,2,0,473,27,38
166,1,0.021052631578947368,0.0002542588354945334,0.0013006976469197116,0.09195402298850575,3.940052107189118e-06,0.0,0.024728588661037394,0.08043875685557587,0.06776654248713855,0.5,0.32432432432432434,0.0,0.0,0,126,1174,555,1,4,454,2,1,510,86,381,451,13,539,789,3,2,22,0,637,2,7,66,27,410
776,0,0.0,0.0010170353419781336,0.0008277166844034528,0.13793103448275862,0.005389991282634713,0.03147908581285037,0.0012062726176115801,0.08409506398537477,0.023239311690615577,0.0,0.02702702702702703,0.0,0.015584415584415584,0,13,907,872,11,5,389,2,1,194,153,1084,19,2,596,77,0,106,123,1,584,2,8,531,19,356
446,0,0.0,0.006737859140605135,0.0,0.1724137931034483,0.029878400141841878,0.06770159551530833,0.0,0.0,0.0989888238424694,0.0,0.0,0.0,0.06363636363636363,0,13,907,872,1,3,817,17,1,222,432,1084,351,13,594,77,8,106,123,1,584,2,1,531,19,356
826,0,0.30526315789473685,0.0025425883549453337,0.0004729809625162587,0.1724137931034483,9.850130267972794e-07,0.0008624407072013799,0.01749095295536791,0.06764168190127971,0.0026609898882384245,0.25,0.02702702702702703,0.0,0.005194805194805195,38,13,907,872,1,3,581,2,1,700,605,1084,337,13,411,77,8,503,123,1,584,3,11,531,19,356
884,0,0.010526315789473684,0.0068649885583524015,0.00011824524062906468,0.08045977011494253,0.00016646720152874023,0.00258732212160414,0.016284680337756333,0.027422303473491772,0.06386375731772219,0.25,0.2972972972972973,0.0,0.00909090909090909,33,37,91,966,1,2,216,2,1,377,192,1147,157,2,353,574,8,176,87,0,332,2,0,492,28,9
667,0,0.0,0.0002542588354945334,0.0009459619250325174,0.14942528735632182,0.0016252714942155111,0.0,0.0,0.009140767824497258,0.0023061912364733014,0.0,0.0,0.0,0.016883116883116882,43,12,62,258,1,4,486,5,1,17,73,1030,495,13,273,41,8,188,22,0,393,2,0,66,27,375
329,1,0.0,0.0031782354436816675,0.009814354972212369,0.022988505747126436,0.0,0.0,0.0,0.003656307129798903,0.0003547986517651233,0.0,0.0,0.0,0.0025974025974025974,43,126,88,591,1,3,884,21,0,194,247,770,14,2,787,512,2,510,22,0,1198,5,8,634,27,470
1505,0,0.0,0.0002542588354945334,0.00011824524062906468,0.0,0.0,0.0,0.0,0.0018281535648994515,0.00017739932588256165,0.0,0.0,0.0,0.0012987012987012987,3,8,1260,969,1,6,157,2,0,194,217,437,566,13,260,1080,2,14,22,3,289,5,8,556,27,285
855,0,0.042105263157894736,0.0015255530129672005,0.0018919238500650349,0.09195402298850575,0.0003043690252803593,0.0066839154808106946,0.01266586248492159,0.021937842778793418,0.012950150789427,0.5,0.13513513513513514,0.0,0.016883116883116882,0,76,784,571,1,0,376,5,1,54,98,622,258,13,177,1093,8,155,115,2,261,2,7,174,27,149
185,0,0.0,0.008899059242308669,0.0,0.05747126436781609,0.001964115975433775,0.007761966364812419,0.012062726176115802,0.04204753199268738,0.047897817988291645,0.0,0.05405405405405406,0.0,0.02207792207792208,75,130,240,44,11,3,440,5,1,267,502,81,12,13,423,183,6,488,22,0,418,2,0,162,0,544
200,0,0.0,0.0003813882532418001,0.0027196405344684874,0.034482758620689655,0.07132774830947139,0.7777059077188444,0.0,0.007312614259597806,0.007805570338832712,0.0,0.0,0.0,0.003896103896103896,33,238,613,651,1,5,470,2,0,461,71,1218,816,13,748,915,0,364,22,0,755,2,0,131,28,298
721,0,0.0,0.12433257055682684,0.001064207165661582,0.05747126436781609,0.001428268888856055,0.0,0.0,0.010968921389396709,0.0010643959552953698,0.0,0.0,0.0,0.007792207792207792,26,77,541,218,15,2,958,2,1,541,446,299,563,2,314,269,1,400,22,3,951,2,0,436,0,172
1668,0,0.0,0.0002542588354945334,0.001418942887548776,0.06896551724137931,0.0017897686696906566,0.6804657179818888,0.0,0.010968921389396709,0.01614333865531311,0.0,0.0,0.0,0.007792207792207792,37,112,1146,539,1,5,254,2,1,41,743,544,70,2,546,442,8,319,22,0,69,2,10,604,29,335
25,0,0.0,0.0007627765064836002,0.0018919238500650349,0.0,0.00583620218377388,0.00043122035360068997,0.0012062726176115801,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,26,12,526,743,1,4,851,2,1,102,180,875,314,8,469,111,0,188,133,2,924,2,0,174,27,149
1254,0,0.0,0.10195779303330789,0.0,0.022988505747126436,0.002142403333284083,0.00905562742561449,0.010253317249698432,0.012797074954296161,0.01614333865531311,0.0,0.08108108108108109,0.0,0.007792207792207792,0,27,108,634,9,6,1149,1,1,194,754,1131,332,13,232,783,8,227,22,0,419,2,7,163,1,90
1027,0,0.0,0.0001271294177472667,0.001418942887548776,0.22988505747126436,0.0014578192796599735,0.0086244070720138,0.07720144752714113,0.04753199268738574,0.0860386730530424,0.0,0.5945945945945946,0.0,0.02727272727272727,75,36,839,677,11,3,746,2,1,194,222,764,555,2,614,743,3,411,123,1,784,3,2,479,19,356
1283,0,0.23157894736842105,0.0002542588354945334,0.0018919238500650349,0.3218390804597701,1.773023448235103e-05,0.005390254420008625,0.013268998793727381,0.04753199268738574,0.005321979776476849,0.25,0.02702702702702703,0.0,0.032467532467532464,33,116,271,657,1,3,436,2,1,78,405,784,17,3,133,566,8,362,123,1,366,2,2,271,19,356
298,0,0.0,0.003941011950165268,0.0,0.022988505747126436,0.010001822274099575,0.0,0.0,0.010968921389396709,0.016498137307078234,0.0,0.0,0.0,0.0025974025974025974,33,13,907,872,1,3,954,1,1,194,69,1084,295,13,594,77,5,106,123,1,584,2,1,531,19,356
1023,0,0.0,0.17404017289600812,0.0020101690906940994,0.022988505747126436,0.12113788704855621,0.0,0.0,0.031078610603290677,0.0010643959552953698,0.0,0.0,0.0,0.015584415584415584,43,52,43,990,1,5,575,2,0,194,280,970,807,2,772,1038,4,181,22,0,488,2,1,227,0,466
1090,0,0.0,0.0077548944825832685,0.0004729809625162587,0.0,0.14853897942800293,0.0,0.0,0.025594149908592323,0.0,0.0,0.0,0.0,0.0,0,77,512,181,1,5,242,2,0,300,856,1127,367,3,84,496,7,263,68,2,851,2,7,174,0,149
902,0,0.0,0.0006356470887363335,0.0009459619250325174,0.08045977011494253,0.0016666420413409967,0.0,0.0,0.027422303473491772,0.013304949441192123,0.0,0.0,0.0,0.00909090909090909,0,4,444,955,1,3,980,2,1,194,104,261,40,13,328,1049,1,40,22,0,1167,2,0,316,28,159
1631,0,0.0,0.11632341723874903,0.000354735721887194,0.16091954022988506,0.021538294843949313,0.01638637343682622,0.0012062726176115801,0.0603290676416819,0.015788540003547985,0.0,0.02702702702702703,0.0,0.01818181818181818,33,131,39,991,9,3,553,30,1,194,345,735,725,13,527,773,8,392,83,3,702,1,8,174,1,149
1851,0,0.021052631578947368,0.0006356470887363335,0.0041385834220172635,0.5402298850574713,4.334057317908029e-05,0.010133678309616215,0.0012062726176115801,0.08775137111517367,0.008337768316480398,0.25,0.02702702702702703,0.0,0.06103896103896104,27,74,1070,819,1,5,382,2,1,388,876,1078,697,3,574,621,0,50,123,1,1,2,3,162,19,356
575,0,0.0,0.012204424103737604,0.000354735721887194,0.0,0.002879193077328448,0.001078050884001725,0.00180940892641737,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0,51,531,43,1,6,549,17,1,194,498,1161,762,2,768,217,8,201,123,1,433,5,1,140,19,356
110,0,0.021052631578947368,0.0002542588354945334,0.000354735721887194,0.14942528735632182,4.925065133986397e-06,0.0086244070720138,0.0048250904704463205,0.025594149908592323,0.007273372361185027,0.25,0.05405405405405406,0.0,0.016883116883116882,0,174,959,1015,11,3,29,2,1,171,669,94,239,13,658,1033,0,480,123,1,890,3,0,547,19,356
1214,0,0.0,0.0002542588354945334,0.00023649048125812936,0.022988505747126436,0.009574326620469555,0.0,0.0,0.012797074954296161,0.0003547986517651233,0.0,0.0,0.0,0.0025974025974025974,26,103,633,872,1,4,410,2,1,848,858,760,329,3,513,216,0,440,123,1,1062,2,11,531,19,356
311,0,0.0,0.028858377828629544,0.0005912262031453234,0.0,0.0014223588106952714,0.0068995256576110395,0.004221954161640531,0.005484460694698354,0.0021287919105907396,0.0,0.10810810810810811,0.0,0.0,26,228,1004,665,11,0,13,2,1,194,363,635,138,9,46,1103,8,43,57,2,969,2,1,174,27,149
809,0,0.3684210526315789,0.03775743707093821,0.004848054865791652,0.47126436781609193,6.599587279541772e-05,0.009702457956015525,0.024125452352231604,0.08592321755027423,0.14599964520134823,0.25,0.10810810810810811,0.0,0.05454545454545454,43,160,17,782,1,3,20,5,1,674,223,161,31,2,450,972,3,343,22,0,875,2,2,196,28,392
1032,0,0.0,0.0002542588354945334,0.004493319143904458,0.09195402298850575,4.925065133986397e-05,0.00517464424320828,0.0006031363088057901,0.02376599634369287,0.007628171012950151,0.0,0.02702702702702703,0.0,0.01038961038961039,0,238,580,272,11,4,426,17,1,391,755,441,702,13,748,925,8,364,22,0,478,2,0,193,28,243
553,1,0.031578947368421054,0.0001271294177472667,0.001064207165661582,0.09195402298850575,0.0004649261486483159,0.0017248814144027599,0.0030156815440289505,0.03656307129798903,0.019868724498846906,0.25,0.05405405405405406,0.0,0.01038961038961039,0,236,723,610,29,3,1061,5,1,575,702,820,497,2,600,298,8,166,6,3,917,5,1,677,9,199
300,1,0.0,0.0002542588354945334,0.00023649048125812936,0.09195402298850575,0.00160754125973316,0.01207416990081932,0.009650180940892641,0.06764168190127971,0.009934362249423453,0.0,0.10810810810810811,0.0,0.01038961038961039,33,12,882,555,1,5,895,34,1,818,180,1052,314,13,153,912,8,208,163,0,471,2,0,66,27,405
1694,0,0.0,0.0001271294177472667,0.00555752630956604,0.3333333333333333,0.010227390257236152,0.014230271668822769,0.00180940892641737,0.054844606946983544,0.011708355508249068,0.0,0.02702702702702703,0.0,0.03766233766233766,33,120,65,200,1,3,533,2,1,194,471,1059,657,13,101,531,0,490,5,3,1038,2,0,174,27,149
60,0,0.0,0.007373506229341469,0.00023649048125812936,0.0,0.0,0.0,0.0,0.0,0.00017739932588256165,0.0,0.0,0.0,0.0,26,125,20,819,1,5,813,17,0,194,576,679,12,13,79,244,2,0,123,1,1094,2,8,162,19,356
1768,1,0.010526315789473684,0.0015255530129672005,0.000354735721887194,0.022988505747126436,0.000243298217618928,0.000646830530401035,0.0006031363088057901,0.005484460694698354,0.0003547986517651233,0.25,0.02702702702702703,0.01020408163265306,0.0025974025974025974,9,37,632,1005,1,0,1063,2,1,408,463,154,448,13,515,662,4,285,94,2,46,2,0,470,28,412
83,0,0.0,0.0002542588354945334,0.010760316897244885,0.04597701149425287,0.0002886088168516029,0.0474342388960759,0.021109770808202654,0.007312614259597806,0.011708355508249068,0.0,0.13513513513513514,0.01020408163265306,0.005194805194805195,0,91,100,343,11,3,692,11,1,851,320,818,429,3,670,276,3,404,22,2,1108,2,2,110,17,143
590,0,0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,215,892,872,11,0,1044,20,0,194,171,780,435,13,536,641,2,89,123,1,1002,2,8,531,19,356
1778,0,0.0,0.0003813882532418001,0.002601395293839423,0.09195402298850575,0.004810803622877913,0.00603708495040966,0.00723763570566948,0.014625228519195612,0.004967181124711726,0.0,0.02702702702702703,0.0,0.01038961038961039,33,132,105,628,11,3,864,15,1,642,186,354,775,3,179,823,8,190,64,2,193,2,2,351,29,472
